,emd_nm,observatoryName,baseDate,averageTemperature,lowestTemperature,lowestTemperatureTime,highestTemperature,highestTemperatureTime,dailyRainfall,maximumWindSpeed,maximumWindSpeedTime,averageWindSpeed,maximumWindSpeedDirection
32571,영천동,제주남원,20200128,9.8000,7.0000,11,13.4000,1436,0.5000,8.7000,1227,2.6000,355.9000
32572,예래동,서광,20200128,7.7000,6.6000,438,10.2000,1605,1.0000,8.2000,1654,2.6000,335.8000
32573,오라동,삼각봉,20200128,-1.4000,-2.2000,408,0.0000,1423,8.5000,,,,
32574,외도동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32575,용담1동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32576,용담2동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32577,우도면,우도,20200128,9.8000,9.0000,8,11.5000,1520,0.5000,10.1000,2339,5.5000,299.0000
32578,이도1동,대흘,20200128,7.9000,6.8000,50,9.6000,1443,1.5000,5.1000,1804,2.0000,284.1000
32579,이도2동,대흘,20200128,7.9000,6.8000,50,9.6000,1443,1.5000,5.1000,1804,2.0000,284.1000
32580,이호동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32581,일도1동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32582,일도2동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32583,정방동,제주남원,20200128,9.8000,7.0000,11,13.4000,1436,0.5000,8.7000,1227,2.6000,355.9000
32584,조천읍,대흘,20200128,7.9000,6.8000,50,9.6000,1443,1.5000,5.1000,1804,2.0000,284.1000
32585,중문동,중문,20200128,9.2000,7.1000,351,13.3000,1253,0.0000,10.0000,1439,2.7000,320.6000
32586,중앙동,제주남원,20200128,9.8000,7.0000,11,13.4000,1436,0.5000,8.7000,1227,2.6000,355.9000
32587,천지동,제주남원,20200128,9.8000,7.0000,11,13.4000,1436,0.5000,8.7000,1227,2.6000,355.9000
32588,추자면,추자도,20200128,8.3000,7.0000,619,11.0000,1500,0.0000,14.4000,504,1.4000,340.3000
32589,표선면,표선,20200128,8.6000,6.7000,404,11.9000,1331,0.5000,8.3000,2058,3.1000,312.2000
32590,한경면,,,,,,,,,,,,
32591,한림읍,한림,20200128,9.1000,8.5000,1,10.2000,1137,0.0000,8.0000,346,3.2000,16.7000
32592,화북동,외도,20200128,8.8000,8.1000,7,9.8000,1155,0.0000,7.2000,618,2.4000,354.3000
32593,효돈동,제주남원,20200128,9.8000,7.0000,11,13.4000,1436,0.5000,8.7000,1227,2.6000,355.9000
32594,건입동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32595,구좌읍,구좌,20200129,8.0000,5.7000,2046,11.0000,1424,7.5000,12.7000,1653,5.4000,322.1000
32596,남원읍,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32597,노형동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32598,대륜동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32599,대정읍,대정,20200129,8.0000,5.8000,122,10.4000,1323,2.0000,11.0000,1328,4.6000,310.1000
32600,대천동,서광,20200129,7.4000,5.8000,2354,10.4000,1358,2.0000,10.7000,1428,3.6000,326.6000
32601,도두동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32602,동홍동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32603,봉개동,대흘,20200129,6.8000,5.2000,2052,9.8000,1424,4.0000,10.2000,1935,3.7000,317.8000
32604,삼도1동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32605,삼도2동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32606,삼양동,대흘,20200129,6.8000,5.2000,2052,9.8000,1424,4.0000,10.2000,1935,3.7000,317.8000
32607,서홍동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32608,성산읍,표선,20200129,7.9000,5.4000,2144,12.2000,1318,0.0000,10.0000,1628,4.2000,309.4000
32609,송산동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32610,아라동,산천단,20200129,4.7000,1.3000,2346,6.8000,1151,4.5000,8.9000,1417,2.7000,284.1000
32611,안덕면,서광,20200129,7.4000,5.8000,2354,10.4000,1358,2.0000,10.7000,1428,3.6000,326.6000
32612,애월읍,유수암,20200129,4.4000,2.3000,2207,6.7000,1228,5.0000,7.6000,1335,1.8000,327.8000
32613,연동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32614,영천동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32615,예래동,서광,20200129,7.4000,5.8000,2354,10.4000,1358,2.0000,10.7000,1428,3.6000,326.6000
32616,오라동,삼각봉,20200129,-2.6000,-3.3000,239,-1.2000,1324,31.5000,8.3000,1946,2.4000,345.9000
32617,외도동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32618,용담1동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32619,용담2동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32620,우도면,우도,20200129,9.1000,7.2000,1533,11.1000,1102,1.5000,13.9000,1527,7.5000,294.2000
32621,이도1동,대흘,20200129,6.8000,5.2000,2052,9.8000,1424,4.0000,10.2000,1935,3.7000,317.8000
32622,이도2동,대흘,20200129,6.8000,5.2000,2052,9.8000,1424,4.0000,10.2000,1935,3.7000,317.8000
32623,이호동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32624,일도1동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32625,일도2동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32626,정방동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32627,조천읍,대흘,20200129,6.8000,5.2000,2052,9.8000,1424,4.0000,10.2000,1935,3.7000,317.8000
32628,중문동,중문,20200129,7.9000,6.0000,754,11.8000,1255,2.0000,11.6000,1416,2.5000,319.3000
32629,중앙동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32630,천지동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32631,추자면,추자도,20200129,8.6000,7.1000,2359,11.5000,1355,0.0000,5.7000,1718,1.9000,261.6000
32632,표선면,표선,20200129,7.9000,5.4000,2144,12.2000,1318,0.0000,10.0000,1628,4.2000,309.4000
32633,한경면,,,,,,,,,,,,
32634,한림읍,한림,20200129,8.8000,6.7000,645,10.6000,1331,1.0000,9.9000,1701,3.8000,32.8000
32635,화북동,외도,20200129,8.2000,5.5000,2301,10.6000,1226,3.0000,8.4000,1521,3.5000,298.5000
32636,효돈동,제주남원,20200129,8.8000,5.9000,643,14.1000,1333,1.0000,11.3000,1417,3.4000,240.8000
32637,건입동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32638,구좌읍,구좌,20200130,7.8000,7.0000,1820,9.2000,1445,0.0000,13.6000,1657,7.3000,313.9000
32639,남원읍,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32640,노형동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32641,대륜동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32642,대정읍,대정,20200130,7.0000,4.6000,526,9.0000,1256,2.0000,13.8000,1324,6.0000,313.2000
32643,대천동,서광,20200130,5.5000,3.8000,535,7.7000,1451,19.5000,12.4000,1333,3.8000,316.0000
32644,도두동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32645,동홍동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32646,봉개동,대흘,20200130,6.3000,5.7000,2352,7.7000,1305,0.5000,10.5000,1622,4.8000,326.3000
32647,삼도1동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32648,삼도2동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32649,삼양동,대흘,20200130,6.3000,5.7000,2352,7.7000,1305,0.5000,10.5000,1622,4.8000,326.3000
32650,서홍동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32651,성산읍,표선,20200130,6.7000,4.9000,243,10.0000,1330,0.0000,9.9000,1658,4.0000,300.9000
32652,송산동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32653,아라동,산천단,20200130,3.7000,2.0000,1,5.1000,1202,1.5000,9.0000,1424,2.9000,327.3000
32654,안덕면,서광,20200130,5.5000,3.8000,535,7.7000,1451,19.5000,12.4000,1333,3.8000,316.0000
32655,애월읍,유수암,20200130,3.0000,1.9000,559,4.2000,1408,4.5000,9.7000,814,3.0000,26.2000
32656,연동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32657,영천동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32658,예래동,서광,20200130,5.5000,3.8000,535,7.7000,1451,19.5000,12.4000,1333,3.8000,316.0000
32659,오라동,삼각봉,20200130,-3.5000,-5.0000,2357,-2.7000,1221,53.5000,10.5000,722,2.7000,320.6000
32660,외도동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32661,용담1동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32662,용담2동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32663,우도면,우도,20200130,8.1000,7.5000,321,9.9000,1406,0.0000,15.7000,1805,9.3000,290.4000
32664,이도1동,대흘,20200130,6.3000,5.7000,2352,7.7000,1305,0.5000,10.5000,1622,4.8000,326.3000
32665,이도2동,대흘,20200130,6.3000,5.7000,2352,7.7000,1305,0.5000,10.5000,1622,4.8000,326.3000
32666,이호동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32667,일도1동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32668,일도2동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32669,정방동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32670,조천읍,대흘,20200130,6.3000,5.7000,2352,7.7000,1305,0.5000,10.5000,1622,4.8000,326.3000
32671,중문동,중문,20200130,6.4000,4.0000,609,10.2000,1119,8.5000,11.3000,1733,2.9000,312.4000
32672,중앙동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32673,천지동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32674,추자면,추자도,20200130,7.4000,6.6000,2359,9.2000,1058,0.0000,7.7000,1602,2.3000,233.4000
32675,표선면,표선,20200130,6.7000,4.9000,243,10.0000,1330,0.0000,9.9000,1658,4.0000,300.9000
32676,한경면,,,,,,,,,,,,
32677,한림읍,한림,20200130,7.3000,5.6000,452,8.3000,22,5.5000,12.7000,805,5.0000,182.7000
32678,화북동,외도,20200130,7.1000,6.1000,651,8.2000,1224,0.5000,10.0000,634,4.3000,17.6000
32679,효돈동,제주남원,20200130,7.7000,5.5000,18,11.3000,1243,0.0000,12.7000,1529,4.6000,359.9000
32680,건입동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32681,구좌읍,구좌,20200131,6.5000,4.9000,2349,8.1000,1038,0.0000,13.4000,1957,6.7000,311.1000
32682,남원읍,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32683,노형동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32684,대륜동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32685,대정읍,대정,20200131,6.1000,4.6000,2356,7.4000,1423,0.0000,11.0000,1613,5.0000,333.8000
32686,대천동,서광,20200131,5.2000,3.7000,2332,7.6000,1339,0.0000,10.6000,1717,3.5000,325.0000
32687,도두동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32688,동홍동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32689,봉개동,대흘,20200131,5.3000,3.3000,2357,6.3000,1019,0.0000,8.5000,1258,4.3000,320.6000
32690,삼도1동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32691,삼도2동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32692,삼양동,대흘,20200131,5.3000,3.3000,2357,6.3000,1019,0.0000,8.5000,1258,4.3000,320.6000
32693,서홍동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32694,성산읍,표선,20200131,5.9000,1.7000,2328,9.4000,1219,0.0000,11.0000,1711,3.6000,303.8000
32695,송산동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32696,아라동,산천단,20200131,2.6000,0.4000,2326,4.3000,1056,0.0000,8.1000,1624,2.8000,276.8000
32697,안덕면,서광,20200131,5.2000,3.7000,2332,7.6000,1339,0.0000,10.6000,1717,3.5000,325.0000
32698,애월읍,유수암,20200131,2.5000,0.3000,2346,3.9000,1037,0.0000,6.4000,1224,2.2000,347.6000
32699,연동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32700,영천동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32701,예래동,서광,20200131,5.2000,3.7000,2332,7.6000,1339,0.0000,10.6000,1717,3.5000,325.0000
32702,오라동,삼각봉,20200131,-5.3000,-8.2000,2246,-2.4000,1402,0.5000,8.3000,1733,1.7000,281.3000
32703,외도동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32704,용담1동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32705,용담2동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32706,우도면,우도,20200131,7.0000,5.4000,2309,8.1000,1,0.0000,14.1000,1755,8.3000,293.9000
32707,이도1동,대흘,20200131,5.3000,3.3000,2357,6.3000,1019,0.0000,8.5000,1258,4.3000,320.6000
32708,이도2동,대흘,20200131,5.3000,3.3000,2357,6.3000,1019,0.0000,8.5000,1258,4.3000,320.6000
32709,이호동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32710,일도1동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32711,일도2동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32712,정방동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32713,조천읍,대흘,20200131,5.3000,3.3000,2357,6.3000,1019,0.0000,8.5000,1258,4.3000,320.6000
32714,중문동,중문,20200131,6.1000,4.4000,2257,8.6000,1058,0.0000,9.4000,1548,2.6000,328.8000
32715,중앙동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32716,천지동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32717,추자면,추자도,20200131,6.2000,4.7000,2311,7.8000,1406,0.0000,6.9000,310,1.9000,354.4000
32718,표선면,표선,20200131,5.9000,1.7000,2328,9.4000,1219,0.0000,11.0000,1711,3.6000,303.8000
32719,한경면,,,,,,,,,,,,
32720,한림읍,한림,20200131,6.3000,5.3000,2352,7.2000,1322,0.0000,9.2000,110,3.8000,360.0000
32721,화북동,외도,20200131,5.8000,2.5000,2357,7.1000,1231,0.0000,8.3000,218,2.9000,345.2000
32722,효돈동,제주남원,20200131,7.1000,3.7000,2358,11.9000,1351,0.0000,10.3000,540,3.6000,360.0000
32723,건입동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32724,구좌읍,구좌,20200201,7.9000,4.9000,1,10.0000,1436,0.0000,13.3000,309,6.5000,309.8000
32725,남원읍,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32726,노형동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32727,대륜동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32728,대정읍,대정,20200201,6.9000,1.8000,647,10.5000,1332,0.0000,9.9000,1344,3.4000,334.7000
32729,대천동,서광,20200201,6.7000,3.1000,543,10.2000,1334,0.0000,10.2000,137,3.0000,349.0000
32730,도두동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32731,동홍동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32732,봉개동,대흘,20200201,6.3000,2.5000,125,9.1000,1501,0.0000,7.5000,943,3.4000,317.8000
32733,삼도1동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32734,삼도2동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32735,삼양동,대흘,20200201,6.3000,2.5000,125,9.1000,1501,0.0000,7.5000,943,3.4000,317.8000
32736,서홍동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32737,성산읍,표선,20200201,6.7000,2.3000,32,11.6000,1405,0.0000,10.4000,1316,3.6000,317.8000
32738,송산동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32739,아라동,산천단,20200201,3.5000,-0.7000,318,7.8000,1243,0.0000,6.8000,1355,1.9000,272.2000
32740,안덕면,서광,20200201,6.7000,3.1000,543,10.2000,1334,0.0000,10.2000,137,3.0000,349.0000
32741,애월읍,유수암,20200201,3.1000,-0.3000,356,7.0000,1210,0.0000,5.8000,1055,1.5000,19.6000
32742,연동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32743,영천동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32744,예래동,서광,20200201,6.7000,3.1000,543,10.2000,1334,0.0000,10.2000,137,3.0000,349.0000
32745,오라동,삼각봉,20200201,-4.7000,-8.2000,139,-0.7000,1317,0.0000,9.4000,1637,3.1000,272.8000
32746,외도동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32747,용담1동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32748,용담2동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32749,우도면,우도,20200201,8.3000,5.5000,15,10.1000,1426,0.0000,14.9000,326,8.5000,296.6000
32750,이도1동,대흘,20200201,6.3000,2.5000,125,9.1000,1501,0.0000,7.5000,943,3.4000,317.8000
32751,이도2동,대흘,20200201,6.3000,2.5000,125,9.1000,1501,0.0000,7.5000,943,3.4000,317.8000
32752,이호동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32753,일도1동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32754,일도2동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32755,정방동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32756,조천읍,대흘,20200201,6.3000,2.5000,125,9.1000,1501,0.0000,7.5000,943,3.4000,317.8000
32757,중문동,중문,20200201,7.7000,4.4000,624,12.5000,1315,0.0000,10.3000,1245,2.4000,34.1000
32758,중앙동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32759,천지동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32760,추자면,추자도,20200201,7.9000,4.8000,1,10.8000,1348,0.0000,6.1000,1046,1.6000,39.4000
32761,표선면,표선,20200201,6.7000,2.3000,32,11.6000,1405,0.0000,10.4000,1316,3.6000,317.8000
32762,한경면,,,,,,,,,,,,
32763,한림읍,한림,20200201,8.1000,5.5000,48,10.1000,1355,0.0000,8.0000,231,3.6000,19.5000
32764,화북동,외도,20200201,6.2000,0.4000,150,9.9000,1455,0.0000,8.3000,1047,1.5000,301.7000
32765,효돈동,제주남원,20200201,8.8000,1.4000,221,13.5000,1426,0.0000,9.5000,1931,2.6000,360.0000
32766,건입동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32767,구좌읍,구좌,20200202,6.5000,3.5000,2203,9.6000,1342,0.0000,10.9000,1443,4.7000,322.0000
32768,남원읍,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32769,노형동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32770,대륜동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32771,대정읍,대정,20200202,5.7000,2.7000,621,9.6000,1231,0.0000,8.6000,1406,3.1000,340.6000
32772,대천동,서광,20200202,6.5000,4.4000,657,9.8000,1219,0.0000,10.2000,1452,3.2000,330.0000
32773,도두동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32774,동홍동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32775,봉개동,대흘,20200202,5.9000,3.6000,2129,8.7000,1402,0.0000,7.5000,1425,3.1000,312.2000
32776,삼도1동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32777,삼도2동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32778,삼양동,대흘,20200202,5.9000,3.6000,2129,8.7000,1402,0.0000,7.5000,1425,3.1000,312.2000
32779,서홍동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32780,성산읍,표선,20200202,6.4000,2.5000,247,10.5000,1229,0.0000,8.0000,948,3.4000,326.3000
32781,송산동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32782,아라동,산천단,20200202,2.7000,0.3000,2234,7.1000,1146,0.0000,6.6000,1452,1.5000,286.5000
32783,안덕면,서광,20200202,6.5000,4.4000,657,9.8000,1219,0.0000,10.2000,1452,3.2000,330.0000
32784,애월읍,유수암,20200202,2.5000,-1.2000,421,6.9000,1257,0.0000,5.5000,1347,1.2000,9.7000
32785,연동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32786,영천동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32787,예래동,서광,20200202,6.5000,4.4000,657,9.8000,1219,0.0000,10.2000,1452,3.2000,330.0000
32788,오라동,삼각봉,20200202,-2.8000,-5.7000,444,1.0000,1208,0.0000,10.1000,222,2.6000,261.6000
32789,외도동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32790,용담1동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32791,용담2동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32792,우도면,우도,20200202,7.8000,6.0000,2111,9.6000,1336,0.0000,12.4000,1458,6.6000,288.1000
32793,이도1동,대흘,20200202,5.9000,3.6000,2129,8.7000,1402,0.0000,7.5000,1425,3.1000,312.2000
32794,이도2동,대흘,20200202,5.9000,3.6000,2129,8.7000,1402,0.0000,7.5000,1425,3.1000,312.2000
32795,이호동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32796,일도1동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32797,일도2동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32798,정방동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32799,조천읍,대흘,20200202,5.9000,3.6000,2129,8.7000,1402,0.0000,7.5000,1425,3.1000,312.2000
32800,중문동,중문,20200202,7.0000,3.1000,342,13.1000,1325,0.0000,10.6000,1454,2.4000,313.8000
32801,중앙동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32802,천지동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32803,추자면,추자도,20200202,6.8000,4.8000,713,9.9000,1219,0.0000,6.1000,1405,1.4000,73.1000
32804,표선면,표선,20200202,6.4000,2.5000,247,10.5000,1229,0.0000,8.0000,948,3.4000,326.3000
32805,한경면,,,,,,,,,,,,
32806,한림읍,한림,20200202,6.6000,3.1000,2135,9.5000,1134,0.0000,7.7000,1205,2.1000,24.5000
32807,화북동,외도,20200202,4.9000,1.0000,509,9.4000,1321,0.0000,6.3000,1537,1.6000,335.1000
32808,효돈동,제주남원,20200202,7.4000,1.2000,338,12.7000,1611,0.0000,5.9000,1334,1.9000,180.5000
32809,건입동,외도,20200203,4.9000,1.0000,324,8.7000,1239,0.0000,8.2000,1527,2.2000,76.8000
32810,구좌읍,구좌,20200203,5.6000,3.7000,307,9.4000,940,0.0000,12.5000,1604,4.9000,321.2000
32811,남원읍,제주남원,20200203,7.7000,2.4000,127,13.5000,1420,0.0000,11.2000,1115,3.5000,357.3000
