,base_date,aptCode,emd_nm,disQuantity,disCount
0,2018-01,W6X001,건입동,,
1,2018-02,W6X001,건입동,,
2,2018-03,W6X001,건입동,,
3,2018-04,W6X001,건입동,,
4,2018-05,W6X001,건입동,,
5,2018-06,W6X001,건입동,,
6,2018-07,W6X001,건입동,,
7,2018-08,W6X001,건입동,,
8,2018-09,W6X001,건입동,,
9,2018-10,W6X001,건입동,,
10,2018-11,W6X001,건입동,,
11,2018-12,W6X001,건입동,,
12,2019-01,W6X001,건입동,,
13,2019-02,W6X001,건입동,,
14,2019-03,W6X001,건입동,,
15,2019-04,W6X001,건입동,,
16,2019-05,W6X001,건입동,,
17,2019-06,W6X001,건입동,,
18,2019-07,W6X001,건입동,,
19,2019-08,W6X001,건입동,,
20,2019-09,W6X001,건입동,,
21,2019-10,W6X001,건입동,,
22,2019-11,W6X001,건입동,,
23,2019-12,W6X001,건입동,,
24,2020-01,W6X001,건입동,,
25,2020-02,W6X001,건입동,,
26,2020-03,W6X001,건입동,,
27,2020-04,W6X001,건입동,,
28,2020-05,W6X001,건입동,,
29,2020-06,W6X001,건입동,,
30,2020-07,W6X001,건입동,,
31,2020-08,W6X001,건입동,,
32,2020-09,W6X001,건입동,,
33,2020-10,W6X001,건입동,,
34,2020-11,W6X001,건입동,,
35,2020-12,W6X001,건입동,,
36,2021-01,W6X001,건입동,,
37,2021-02,W6X001,건입동,,
38,2021-03,W6X001,건입동,,
39,2021-04,W6X001,건입동,,
40,2021-05,W6X001,건입동,,
41,2021-06,W6X001,건입동,,
42,2018-01,W6X002,노형동,,
43,2018-02,W6X002,노형동,,
44,2018-03,W6X002,노형동,,
45,2018-04,W6X002,노형동,,
46,2018-05,W6X002,노형동,,
47,2018-06,W6X002,노형동,,
48,2018-07,W6X002,노형동,,
49,2018-08,W6X002,노형동,,
50,2018-09,W6X002,노형동,,
51,2018-10,W6X002,노형동,,
52,2018-11,W6X002,노형동,,
53,2018-12,W6X002,노형동,,
54,2019-01,W6X002,노형동,,
55,2019-02,W6X002,노형동,,
56,2019-03,W6X002,노형동,,
57,2019-04,W6X002,노형동,,
58,2019-05,W6X002,노형동,,
59,2019-06,W6X002,노형동,,
60,2019-07,W6X002,노형동,,
61,2019-08,W6X002,노형동,,
62,2019-09,W6X002,노형동,,
63,2019-10,W6X002,노형동,,
64,2019-11,W6X002,노형동,,
65,2019-12,W6X002,노형동,,
66,2020-01,W6X002,노형동,,
67,2020-02,W6X002,노형동,,
68,2020-03,W6X002,노형동,,
69,2020-04,W6X002,노형동,,
70,2020-05,W6X002,노형동,,
71,2020-06,W6X002,노형동,,
72,2020-07,W6X002,노형동,,
73,2020-08,W6X002,노형동,,
74,2020-09,W6X002,노형동,,
75,2020-10,W6X002,노형동,,
76,2020-11,W6X002,노형동,,
77,2020-12,W6X002,노형동,,
78,2021-01,W6X002,노형동,,
79,2021-02,W6X002,노형동,,
80,2021-03,W6X002,노형동,,
81,2021-04,W6X002,노형동,,
82,2021-05,W6X002,노형동,,
83,2021-06,W6X002,노형동,,
84,2018-01,W6X003,노형동,,
85,2018-02,W6X003,노형동,,
86,2018-03,W6X003,노형동,,
87,2018-04,W6X003,노형동,,
88,2018-05,W6X003,노형동,,
89,2018-06,W6X003,노형동,,
90,2018-07,W6X003,노형동,,
91,2018-08,W6X003,노형동,,
92,2018-09,W6X003,노형동,,
93,2018-10,W6X003,노형동,,
94,2018-11,W6X003,노형동,,
95,2018-12,W6X003,노형동,,
96,2019-01,W6X003,노형동,,
97,2019-02,W6X003,노형동,,
98,2019-03,W6X003,노형동,,
99,2019-04,W6X003,노형동,,
100,2019-05,W6X003,노형동,,
101,2019-06,W6X003,노형동,,
102,2019-07,W6X003,노형동,,
103,2019-08,W6X003,노형동,,
104,2019-09,W6X003,노형동,,
105,2019-10,W6X003,노형동,,
106,2019-11,W6X003,노형동,,
107,2019-12,W6X003,노형동,,
108,2020-01,W6X003,노형동,,
109,2020-02,W6X003,노형동,,
110,2020-03,W6X003,노형동,,
111,2020-04,W6X003,노형동,,
112,2020-05,W6X003,노형동,,
113,2020-06,W6X003,노형동,,
114,2020-07,W6X003,노형동,,
115,2020-08,W6X003,노형동,,
116,2020-09,W6X003,노형동,,
117,2020-10,W6X003,노형동,,
118,2020-11,W6X003,노형동,,
119,2020-12,W6X003,노형동,,
120,2021-01,W6X003,노형동,,
121,2021-02,W6X003,노형동,,
122,2021-03,W6X003,노형동,,
123,2021-04,W6X003,노형동,,
124,2021-05,W6X003,노형동,,
125,2021-06,W6X003,노형동,,
126,2018-01,W6X004,노형동,,
127,2018-02,W6X004,노형동,,
128,2018-03,W6X004,노형동,,
129,2018-04,W6X004,노형동,,
130,2018-05,W6X004,노형동,,
131,2018-06,W6X004,노형동,,
132,2018-07,W6X004,노형동,,
133,2018-08,W6X004,노형동,,
134,2018-09,W6X004,노형동,,
135,2018-10,W6X004,노형동,,
136,2018-11,W6X004,노형동,,
137,2018-12,W6X004,노형동,,
138,2019-01,W6X004,노형동,,
139,2019-02,W6X004,노형동,,
140,2019-03,W6X004,노형동,,
141,2019-04,W6X004,노형동,,
142,2019-05,W6X004,노형동,,
143,2019-06,W6X004,노형동,,
144,2019-07,W6X004,노형동,,
145,2019-08,W6X004,노형동,,
146,2019-09,W6X004,노형동,,
147,2019-10,W6X004,노형동,,
148,2019-11,W6X004,노형동,,
149,2019-12,W6X004,노형동,,
150,2020-01,W6X004,노형동,,
151,2020-02,W6X004,노형동,,
152,2020-03,W6X004,노형동,,
153,2020-04,W6X004,노형동,,
154,2020-05,W6X004,노형동,,
155,2020-06,W6X004,노형동,,
156,2020-07,W6X004,노형동,,
157,2020-08,W6X004,노형동,,
158,2020-09,W6X004,노형동,,
159,2020-10,W6X004,노형동,,
160,2020-11,W6X004,노형동,,
161,2020-12,W6X004,노형동,,
162,2021-01,W6X004,노형동,,
163,2021-02,W6X004,노형동,,
164,2021-03,W6X004,노형동,,
165,2021-04,W6X004,노형동,,
166,2021-05,W6X004,노형동,,
167,2021-06,W6X004,노형동,,
168,2018-01,W6X005,연동,,
169,2018-02,W6X005,연동,,
170,2018-03,W6X005,연동,,
171,2018-04,W6X005,연동,,
172,2018-05,W6X005,연동,,
173,2018-06,W6X005,연동,,
174,2018-07,W6X005,연동,,
175,2018-08,W6X005,연동,,
176,2018-09,W6X005,연동,,
177,2018-10,W6X005,연동,,
178,2018-11,W6X005,연동,,
179,2018-12,W6X005,연동,,
180,2019-01,W6X005,연동,,
181,2019-02,W6X005,연동,,
182,2019-03,W6X005,연동,,
183,2019-04,W6X005,연동,,
184,2019-05,W6X005,연동,,
185,2019-06,W6X005,연동,,
186,2019-07,W6X005,연동,,
187,2019-08,W6X005,연동,,
188,2019-09,W6X005,연동,,
189,2019-10,W6X005,연동,,
190,2019-11,W6X005,연동,,
191,2019-12,W6X005,연동,,
192,2020-01,W6X005,연동,,
193,2020-02,W6X005,연동,,
194,2020-03,W6X005,연동,,
195,2020-04,W6X005,연동,,
196,2020-05,W6X005,연동,,
197,2020-06,W6X005,연동,,
198,2020-07,W6X005,연동,,
199,2020-08,W6X005,연동,,
200,2020-09,W6X005,연동,,
201,2020-10,W6X005,연동,,
202,2020-11,W6X005,연동,,
203,2020-12,W6X005,연동,,
204,2021-01,W6X005,연동,,
205,2021-02,W6X005,연동,,
206,2021-03,W6X005,연동,,
207,2021-04,W6X005,연동,,
208,2021-05,W6X005,연동,,
209,2021-06,W6X005,연동,,
210,2018-01,W6X006,연동,,
211,2018-02,W6X006,연동,,
212,2018-03,W6X006,연동,,
213,2018-04,W6X006,연동,,
214,2018-05,W6X006,연동,,
215,2018-06,W6X006,연동,,
216,2018-07,W6X006,연동,,
217,2018-08,W6X006,연동,,
218,2018-09,W6X006,연동,,
219,2018-10,W6X006,연동,,
220,2018-11,W6X006,연동,,
221,2018-12,W6X006,연동,,
222,2019-01,W6X006,연동,,
223,2019-02,W6X006,연동,,
224,2019-03,W6X006,연동,,
225,2019-04,W6X006,연동,,
226,2019-05,W6X006,연동,,
227,2019-06,W6X006,연동,,
228,2019-07,W6X006,연동,,
229,2019-08,W6X006,연동,,
230,2019-09,W6X006,연동,,
231,2019-10,W6X006,연동,,
232,2019-11,W6X006,연동,,
233,2019-12,W6X006,연동,,
234,2020-01,W6X006,연동,,
235,2020-02,W6X006,연동,,
236,2020-03,W6X006,연동,,
237,2020-04,W6X006,연동,,
238,2020-05,W6X006,연동,,
239,2020-06,W6X006,연동,,
240,2020-07,W6X006,연동,,
241,2020-08,W6X006,연동,,
242,2020-09,W6X006,연동,,
243,2020-10,W6X006,연동,,
244,2020-11,W6X006,연동,,
245,2020-12,W6X006,연동,,
246,2021-01,W6X006,연동,,
247,2021-02,W6X006,연동,,
248,2021-03,W6X006,연동,,
249,2021-04,W6X006,연동,,
250,2021-05,W6X006,연동,,
251,2021-06,W6X006,연동,,
252,2018-01,W6X007,일도2동,,
253,2018-02,W6X007,일도2동,,
254,2018-03,W6X007,일도2동,,
255,2018-04,W6X007,일도2동,,
256,2018-05,W6X007,일도2동,,
257,2018-06,W6X007,일도2동,,
258,2018-07,W6X007,일도2동,,
259,2018-08,W6X007,일도2동,,
260,2018-09,W6X007,일도2동,,
261,2018-10,W6X007,일도2동,,
262,2018-11,W6X007,일도2동,,
263,2018-12,W6X007,일도2동,,
264,2019-01,W6X007,일도2동,,
265,2019-02,W6X007,일도2동,,
266,2019-03,W6X007,일도2동,,
267,2019-04,W6X007,일도2동,,
268,2019-05,W6X007,일도2동,,
269,2019-06,W6X007,일도2동,,
270,2019-07,W6X007,일도2동,,
271,2019-08,W6X007,일도2동,,
272,2019-09,W6X007,일도2동,,
273,2019-10,W6X007,일도2동,,
274,2019-11,W6X007,일도2동,,
275,2019-12,W6X007,일도2동,,
276,2020-01,W6X007,일도2동,,
277,2020-02,W6X007,일도2동,,
278,2020-03,W6X007,일도2동,,
279,2020-04,W6X007,일도2동,,
280,2020-05,W6X007,일도2동,,
281,2020-06,W6X007,일도2동,,
282,2020-07,W6X007,일도2동,,
283,2020-08,W6X007,일도2동,,
284,2020-09,W6X007,일도2동,,
285,2020-10,W6X007,일도2동,,
286,2020-11,W6X007,일도2동,,
287,2020-12,W6X007,일도2동,,
288,2021-01,W6X007,일도2동,,
289,2021-02,W6X007,일도2동,,
290,2021-03,W6X007,일도2동,,
291,2021-04,W6X007,일도2동,,
292,2021-05,W6X007,일도2동,,
293,2021-06,W6X007,일도2동,,
294,2018-01,W6X008,연동,,
295,2018-02,W6X008,연동,,
296,2018-03,W6X008,연동,,
297,2018-04,W6X008,연동,,
298,2018-05,W6X008,연동,,
299,2018-06,W6X008,연동,,
300,2018-07,W6X008,연동,,
301,2018-08,W6X008,연동,,
302,2018-09,W6X008,연동,,
303,2018-10,W6X008,연동,,
304,2018-11,W6X008,연동,,
305,2018-12,W6X008,연동,,
306,2019-01,W6X008,연동,,
307,2019-02,W6X008,연동,,
308,2019-03,W6X008,연동,,
309,2019-04,W6X008,연동,,
310,2019-05,W6X008,연동,,
311,2019-06,W6X008,연동,,
312,2019-07,W6X008,연동,,
313,2019-08,W6X008,연동,,
314,2019-09,W6X008,연동,,
315,2019-10,W6X008,연동,,
316,2019-11,W6X008,연동,,
317,2019-12,W6X008,연동,,
318,2020-01,W6X008,연동,,
319,2020-02,W6X008,연동,,
320,2020-03,W6X008,연동,,
321,2020-04,W6X008,연동,,
322,2020-05,W6X008,연동,,
323,2020-06,W6X008,연동,,
324,2020-07,W6X008,연동,,
325,2020-08,W6X008,연동,,
326,2020-09,W6X008,연동,,
327,2020-10,W6X008,연동,,
328,2020-11,W6X008,연동,,
329,2020-12,W6X008,연동,,
330,2021-01,W6X008,연동,,
331,2021-02,W6X008,연동,,
332,2021-03,W6X008,연동,,
333,2021-04,W6X008,연동,,
334,2021-05,W6X008,연동,,
335,2021-06,W6X008,연동,,
336,2018-01,W6X00A,화북동,,
337,2018-02,W6X00A,화북동,,
338,2018-03,W6X00A,화북동,,
339,2018-04,W6X00A,화북동,,
340,2018-05,W6X00A,화북동,,
341,2018-06,W6X00A,화북동,,
342,2018-07,W6X00A,화북동,,
343,2018-08,W6X00A,화북동,,
344,2018-09,W6X00A,화북동,,
345,2018-10,W6X00A,화북동,,
346,2018-11,W6X00A,화북동,,
347,2018-12,W6X00A,화북동,,
348,2019-01,W6X00A,화북동,,
349,2019-02,W6X00A,화북동,,
350,2019-03,W6X00A,화북동,,
351,2019-04,W6X00A,화북동,,
352,2019-05,W6X00A,화북동,,
353,2019-06,W6X00A,화북동,,
354,2019-07,W6X00A,화북동,,
355,2019-08,W6X00A,화북동,,
356,2019-09,W6X00A,화북동,,
357,2019-10,W6X00A,화북동,,
358,2019-11,W6X00A,화북동,,
359,2019-12,W6X00A,화북동,,
360,2020-01,W6X00A,화북동,,
361,2020-02,W6X00A,화북동,,
362,2020-03,W6X00A,화북동,,
363,2020-04,W6X00A,화북동,,
364,2020-05,W6X00A,화북동,,
365,2020-06,W6X00A,화북동,,
366,2020-07,W6X00A,화북동,,
367,2020-08,W6X00A,화북동,,
368,2020-09,W6X00A,화북동,,
369,2020-10,W6X00A,화북동,,
370,2020-11,W6X00A,화북동,,
371,2020-12,W6X00A,화북동,,
372,2021-01,W6X00A,화북동,,
373,2021-02,W6X00A,화북동,,
374,2021-03,W6X00A,화북동,,
375,2021-04,W6X00A,화북동,,
376,2021-05,W6X00A,화북동,,
377,2021-06,W6X00A,화북동,,
378,2018-01,W6X00B,아라동,,
379,2018-02,W6X00B,아라동,,
380,2018-03,W6X00B,아라동,,
381,2018-04,W6X00B,아라동,,
382,2018-05,W6X00B,아라동,,
383,2018-06,W6X00B,아라동,,
384,2018-07,W6X00B,아라동,,
385,2018-08,W6X00B,아라동,,
386,2018-09,W6X00B,아라동,,
387,2018-10,W6X00B,아라동,,
388,2018-11,W6X00B,아라동,,
389,2018-12,W6X00B,아라동,,
390,2019-01,W6X00B,아라동,,
391,2019-02,W6X00B,아라동,,
392,2019-03,W6X00B,아라동,,
393,2019-04,W6X00B,아라동,,
394,2019-05,W6X00B,아라동,,
395,2019-06,W6X00B,아라동,,
396,2019-07,W6X00B,아라동,,
397,2019-08,W6X00B,아라동,,
398,2019-09,W6X00B,아라동,,
399,2019-10,W6X00B,아라동,,
400,2019-11,W6X00B,아라동,,
401,2019-12,W6X00B,아라동,,
402,2020-01,W6X00B,아라동,,
403,2020-02,W6X00B,아라동,,
404,2020-03,W6X00B,아라동,,
405,2020-04,W6X00B,아라동,,
406,2020-05,W6X00B,아라동,,
407,2020-06,W6X00B,아라동,,
408,2020-07,W6X00B,아라동,,
409,2020-08,W6X00B,아라동,,
410,2020-09,W6X00B,아라동,,
411,2020-10,W6X00B,아라동,,
412,2020-11,W6X00B,아라동,,
413,2020-12,W6X00B,아라동,,
414,2021-01,W6X00B,아라동,,
415,2021-02,W6X00B,아라동,,
416,2021-03,W6X00B,아라동,,
417,2021-04,W6X00B,아라동,,
418,2021-05,W6X00B,아라동,,
419,2021-06,W6X00B,아라동,,
420,2018-01,W6X00C,외도동,,
421,2018-02,W6X00C,외도동,,
422,2018-03,W6X00C,외도동,,
423,2018-04,W6X00C,외도동,,
424,2018-05,W6X00C,외도동,,
425,2018-06,W6X00C,외도동,,
426,2018-07,W6X00C,외도동,,
427,2018-08,W6X00C,외도동,,
428,2018-09,W6X00C,외도동,,
429,2018-10,W6X00C,외도동,,
430,2018-11,W6X00C,외도동,,
431,2018-12,W6X00C,외도동,,
432,2019-01,W6X00C,외도동,,
433,2019-02,W6X00C,외도동,,
434,2019-03,W6X00C,외도동,,
435,2019-04,W6X00C,외도동,,
436,2019-05,W6X00C,외도동,,
437,2019-06,W6X00C,외도동,,
438,2019-07,W6X00C,외도동,,
439,2019-08,W6X00C,외도동,,
440,2019-09,W6X00C,외도동,,
441,2019-10,W6X00C,외도동,,
442,2019-11,W6X00C,외도동,,
443,2019-12,W6X00C,외도동,,
444,2020-01,W6X00C,외도동,,
445,2020-02,W6X00C,외도동,,
446,2020-03,W6X00C,외도동,,
447,2020-04,W6X00C,외도동,,
448,2020-05,W6X00C,외도동,,
449,2020-06,W6X00C,외도동,,
450,2020-07,W6X00C,외도동,,
451,2020-08,W6X00C,외도동,,
452,2020-09,W6X00C,외도동,,
453,2020-10,W6X00C,외도동,,
454,2020-11,W6X00C,외도동,,
455,2020-12,W6X00C,외도동,,
456,2021-01,W6X00C,외도동,,
457,2021-02,W6X00C,외도동,,
458,2021-03,W6X00C,외도동,,
459,2021-04,W6X00C,외도동,,
460,2021-05,W6X00C,외도동,,
461,2021-06,W6X00C,외도동,,
462,2018-01,W6X00D,노형동,,
463,2018-02,W6X00D,노형동,,
464,2018-03,W6X00D,노형동,,
465,2018-04,W6X00D,노형동,,
466,2018-05,W6X00D,노형동,,
467,2018-06,W6X00D,노형동,,
468,2018-07,W6X00D,노형동,,
469,2018-08,W6X00D,노형동,,
470,2018-09,W6X00D,노형동,,
471,2018-10,W6X00D,노형동,,
472,2018-11,W6X00D,노형동,,
473,2018-12,W6X00D,노형동,,
474,2019-01,W6X00D,노형동,,
475,2019-02,W6X00D,노형동,,
476,2019-03,W6X00D,노형동,,
477,2019-04,W6X00D,노형동,,
478,2019-05,W6X00D,노형동,,
479,2019-06,W6X00D,노형동,,
480,2019-07,W6X00D,노형동,,
481,2019-08,W6X00D,노형동,,
482,2019-09,W6X00D,노형동,,
483,2019-10,W6X00D,노형동,,
484,2019-11,W6X00D,노형동,,
485,2019-12,W6X00D,노형동,,
486,2020-01,W6X00D,노형동,,
487,2020-02,W6X00D,노형동,,
488,2020-03,W6X00D,노형동,,
489,2020-04,W6X00D,노형동,,
490,2020-05,W6X00D,노형동,,
491,2020-06,W6X00D,노형동,,
492,2020-07,W6X00D,노형동,,
493,2020-08,W6X00D,노형동,,
494,2020-09,W6X00D,노형동,,
495,2020-10,W6X00D,노형동,,
496,2020-11,W6X00D,노형동,,
497,2020-12,W6X00D,노형동,,
498,2021-01,W6X00D,노형동,,
499,2021-02,W6X00D,노형동,,
500,2021-03,W6X00D,노형동,,
501,2021-04,W6X00D,노형동,,
502,2021-05,W6X00D,노형동,,
503,2021-06,W6X00D,노형동,,
504,2018-01,W6X00E,노형동,,
505,2018-02,W6X00E,노형동,,
506,2018-03,W6X00E,노형동,,
507,2018-04,W6X00E,노형동,,
508,2018-05,W6X00E,노형동,,
509,2018-06,W6X00E,노형동,,
510,2018-07,W6X00E,노형동,,
511,2018-08,W6X00E,노형동,,
512,2018-09,W6X00E,노형동,,
513,2018-10,W6X00E,노형동,,
514,2018-11,W6X00E,노형동,,
515,2018-12,W6X00E,노형동,,
516,2019-01,W6X00E,노형동,,
517,2019-02,W6X00E,노형동,,
518,2019-03,W6X00E,노형동,,
519,2019-04,W6X00E,노형동,,
520,2019-05,W6X00E,노형동,,
521,2019-06,W6X00E,노형동,,
522,2019-07,W6X00E,노형동,,
523,2019-08,W6X00E,노형동,,
524,2019-09,W6X00E,노형동,,
525,2019-10,W6X00E,노형동,,
526,2019-11,W6X00E,노형동,,
527,2019-12,W6X00E,노형동,,
528,2020-01,W6X00E,노형동,,
529,2020-02,W6X00E,노형동,,
530,2020-03,W6X00E,노형동,,
531,2020-04,W6X00E,노형동,,
532,2020-05,W6X00E,노형동,,
533,2020-06,W6X00E,노형동,,
534,2020-07,W6X00E,노형동,,
535,2020-08,W6X00E,노형동,,
536,2020-09,W6X00E,노형동,,
537,2020-10,W6X00E,노형동,,
538,2020-11,W6X00E,노형동,,
539,2020-12,W6X00E,노형동,,
540,2021-01,W6X00E,노형동,,
541,2021-02,W6X00E,노형동,,
542,2021-03,W6X00E,노형동,,
543,2021-04,W6X00E,노형동,,
544,2021-05,W6X00E,노형동,,
545,2021-06,W6X00E,노형동,,
546,2018-01,W6X00F,노형동,,
547,2018-02,W6X00F,노형동,,
548,2018-03,W6X00F,노형동,,
549,2018-04,W6X00F,노형동,,
550,2018-05,W6X00F,노형동,,
551,2018-06,W6X00F,노형동,,
552,2018-07,W6X00F,노형동,,
553,2018-08,W6X00F,노형동,,
554,2018-09,W6X00F,노형동,,
555,2018-10,W6X00F,노형동,,
556,2018-11,W6X00F,노형동,,
557,2018-12,W6X00F,노형동,,
558,2019-01,W6X00F,노형동,,
559,2019-02,W6X00F,노형동,,
560,2019-03,W6X00F,노형동,,
561,2019-04,W6X00F,노형동,,
562,2019-05,W6X00F,노형동,,
563,2019-06,W6X00F,노형동,,
564,2019-07,W6X00F,노형동,,
565,2019-08,W6X00F,노형동,,
566,2019-09,W6X00F,노형동,,
567,2019-10,W6X00F,노형동,,
568,2019-11,W6X00F,노형동,,
569,2019-12,W6X00F,노형동,,
570,2020-01,W6X00F,노형동,,
571,2020-02,W6X00F,노형동,,
572,2020-03,W6X00F,노형동,,
573,2020-04,W6X00F,노형동,,
574,2020-05,W6X00F,노형동,,
575,2020-06,W6X00F,노형동,,
576,2020-07,W6X00F,노형동,,
577,2020-08,W6X00F,노형동,,
578,2020-09,W6X00F,노형동,,
579,2020-10,W6X00F,노형동,,
580,2020-11,W6X00F,노형동,,
581,2020-12,W6X00F,노형동,,
582,2021-01,W6X00F,노형동,,
583,2021-02,W6X00F,노형동,,
584,2021-03,W6X00F,노형동,,
585,2021-04,W6X00F,노형동,,
586,2021-05,W6X00F,노형동,,
587,2021-06,W6X00F,노형동,,
588,2018-01,W6X010,아라동,,
589,2018-02,W6X010,아라동,,
590,2018-03,W6X010,아라동,,
591,2018-04,W6X010,아라동,,
592,2018-05,W6X010,아라동,,
593,2018-06,W6X010,아라동,,
594,2018-07,W6X010,아라동,,
595,2018-08,W6X010,아라동,,
596,2018-09,W6X010,아라동,,
597,2018-10,W6X010,아라동,,
598,2018-11,W6X010,아라동,,
599,2018-12,W6X010,아라동,,
600,2019-01,W6X010,아라동,,
601,2019-02,W6X010,아라동,,
602,2019-03,W6X010,아라동,,
603,2019-04,W6X010,아라동,,
604,2019-05,W6X010,아라동,,
605,2019-06,W6X010,아라동,,
606,2019-07,W6X010,아라동,,
607,2019-08,W6X010,아라동,,
608,2019-09,W6X010,아라동,,
609,2019-10,W6X010,아라동,,
610,2019-11,W6X010,아라동,,
611,2019-12,W6X010,아라동,,
612,2020-01,W6X010,아라동,,
613,2020-02,W6X010,아라동,,
614,2020-03,W6X010,아라동,,
615,2020-04,W6X010,아라동,,
616,2020-05,W6X010,아라동,,
617,2020-06,W6X010,아라동,,
618,2020-07,W6X010,아라동,,
619,2020-08,W6X010,아라동,,
620,2020-09,W6X010,아라동,,
621,2020-10,W6X010,아라동,,
622,2020-11,W6X010,아라동,,
623,2020-12,W6X010,아라동,,
624,2021-01,W6X010,아라동,,
625,2021-02,W6X010,아라동,,
626,2021-03,W6X010,아라동,,
627,2021-04,W6X010,아라동,,
628,2021-05,W6X010,아라동,,
629,2021-06,W6X010,아라동,,
630,2018-01,W6X012,외도동,,
631,2018-02,W6X012,외도동,,
632,2018-03,W6X012,외도동,,
633,2018-04,W6X012,외도동,,
634,2018-05,W6X012,외도동,,
635,2018-06,W6X012,외도동,,
636,2018-07,W6X012,외도동,,
637,2018-08,W6X012,외도동,,
638,2018-09,W6X012,외도동,,
639,2018-10,W6X012,외도동,,
640,2018-11,W6X012,외도동,,
641,2018-12,W6X012,외도동,,
642,2019-01,W6X012,외도동,,
643,2019-02,W6X012,외도동,,
644,2019-03,W6X012,외도동,,
645,2019-04,W6X012,외도동,,
646,2019-05,W6X012,외도동,,
647,2019-06,W6X012,외도동,,
648,2019-07,W6X012,외도동,,
649,2019-08,W6X012,외도동,,
650,2019-09,W6X012,외도동,,
651,2019-10,W6X012,외도동,,
652,2019-11,W6X012,외도동,,
653,2019-12,W6X012,외도동,,
654,2020-01,W6X012,외도동,,
655,2020-02,W6X012,외도동,,
656,2020-03,W6X012,외도동,,
657,2020-04,W6X012,외도동,,
658,2020-05,W6X012,외도동,,
659,2020-06,W6X012,외도동,,
660,2020-07,W6X012,외도동,,
661,2020-08,W6X012,외도동,,
662,2020-09,W6X012,외도동,,
663,2020-10,W6X012,외도동,,
664,2020-11,W6X012,외도동,,
665,2020-12,W6X012,외도동,,
666,2021-01,W6X012,외도동,,
667,2021-02,W6X012,외도동,,
668,2021-03,W6X012,외도동,,
669,2021-04,W6X012,외도동,,
670,2021-05,W6X012,외도동,,
671,2021-06,W6X012,외도동,,
672,2018-01,W6X013,외도동,,
673,2018-02,W6X013,외도동,,
674,2018-03,W6X013,외도동,,
675,2018-04,W6X013,외도동,,
676,2018-05,W6X013,외도동,,
677,2018-06,W6X013,외도동,,
678,2018-07,W6X013,외도동,,
679,2018-08,W6X013,외도동,,
680,2018-09,W6X013,외도동,,
681,2018-10,W6X013,외도동,,
682,2018-11,W6X013,외도동,,
683,2018-12,W6X013,외도동,,
684,2019-01,W6X013,외도동,,
685,2019-02,W6X013,외도동,,
686,2019-03,W6X013,외도동,,
687,2019-04,W6X013,외도동,,
688,2019-05,W6X013,외도동,,
689,2019-06,W6X013,외도동,,
690,2019-07,W6X013,외도동,,
691,2019-08,W6X013,외도동,,
692,2019-09,W6X013,외도동,,
693,2019-10,W6X013,외도동,,
694,2019-11,W6X013,외도동,,
695,2019-12,W6X013,외도동,,
696,2020-01,W6X013,외도동,,
697,2020-02,W6X013,외도동,,
698,2020-03,W6X013,외도동,,
699,2020-04,W6X013,외도동,,
700,2020-05,W6X013,외도동,,
701,2020-06,W6X013,외도동,,
702,2020-07,W6X013,외도동,,
703,2020-08,W6X013,외도동,,
704,2020-09,W6X013,외도동,,
705,2020-10,W6X013,외도동,,
706,2020-11,W6X013,외도동,,
707,2020-12,W6X013,외도동,,
708,2021-01,W6X013,외도동,,
709,2021-02,W6X013,외도동,,
710,2021-03,W6X013,외도동,,
711,2021-04,W6X013,외도동,,
712,2021-05,W6X013,외도동,,
713,2021-06,W6X013,외도동,,
714,2018-01,W6X014,노형동,,
715,2018-02,W6X014,노형동,,
716,2018-03,W6X014,노형동,,
717,2018-04,W6X014,노형동,,
718,2018-05,W6X014,노형동,,
719,2018-06,W6X014,노형동,,
720,2018-07,W6X014,노형동,,
721,2018-08,W6X014,노형동,,
722,2018-09,W6X014,노형동,,
723,2018-10,W6X014,노형동,,
724,2018-11,W6X014,노형동,,
725,2018-12,W6X014,노형동,,
726,2019-01,W6X014,노형동,,
727,2019-02,W6X014,노형동,,
728,2019-03,W6X014,노형동,,
729,2019-04,W6X014,노형동,,
730,2019-05,W6X014,노형동,,
731,2019-06,W6X014,노형동,,
732,2019-07,W6X014,노형동,,
733,2019-08,W6X014,노형동,,
734,2019-09,W6X014,노형동,,
735,2019-10,W6X014,노형동,,
736,2019-11,W6X014,노형동,,
737,2019-12,W6X014,노형동,,
738,2020-01,W6X014,노형동,,
739,2020-02,W6X014,노형동,,
740,2020-03,W6X014,노형동,,
741,2020-04,W6X014,노형동,,
742,2020-05,W6X014,노형동,,
743,2020-06,W6X014,노형동,,
744,2020-07,W6X014,노형동,,
745,2020-08,W6X014,노형동,,
746,2020-09,W6X014,노형동,,
747,2020-10,W6X014,노형동,,
748,2020-11,W6X014,노형동,,
749,2020-12,W6X014,노형동,,
750,2021-01,W6X014,노형동,,
751,2021-02,W6X014,노형동,,
752,2021-03,W6X014,노형동,,
753,2021-04,W6X014,노형동,,
754,2021-05,W6X014,노형동,,
755,2021-06,W6X014,노형동,,
756,2018-01,W6X015,이도2동,,
757,2018-02,W6X015,이도2동,,
758,2018-03,W6X015,이도2동,,
759,2018-04,W6X015,이도2동,,
760,2018-05,W6X015,이도2동,,
761,2018-06,W6X015,이도2동,,
762,2018-07,W6X015,이도2동,,
763,2018-08,W6X015,이도2동,,
764,2018-09,W6X015,이도2동,,
765,2018-10,W6X015,이도2동,,
