base_date,emd_nm,disQuantity,disCount
2018-07,용담1동,44382400.0,20522.0
2018-07,용담2동,84680850.0,43198.0
2018-07,이도1동,60960750.0,27168.0
2018-07,이도2동,262044250.0,126562.0
2018-07,이호동,24040800.0,11058.0
2018-07,일도1동,26924500.0,10490.0
2018-07,일도2동,206586200.0,101727.0
2018-07,정방동,27752400.0,8087.0
2018-07,조천읍,62036285.23101067,27001.924042686755
2018-07,중문동,48246700.0,18118.0
2018-07,중앙동,49115250.0,13141.0
2018-07,천지동,22613100.0,6711.0
2018-07,표선면,14408100.0,3811.0
2018-07,한경면,62036285.23101067,27001.924042686755
2018-07,한림읍,62036285.23101067,27001.924042686755
2018-07,화북동,142959250.0,77704.0
2018-07,효돈동,14879900.0,4830.0
2018-08,건입동,42966750.0,21254.0
2018-08,구좌읍,62036285.23101067,27001.924042686755
2018-08,남원읍,49571700.0,13714.0
2018-08,노형동,293342400.0,150392.0
2018-08,대륜동,54599450.0,21797.0
2018-08,대정읍,49707700.0,14708.0
2018-08,대천동,22453800.0,9097.0
2018-08,도두동,15270950.0,6459.0
2018-08,동홍동,126374700.0,58869.0
2018-08,봉개동,16380150.0,6807.0
2018-08,삼도1동,81063350.0,40501.0
2018-08,삼도2동,47511200.0,24867.0
2018-08,삼양동,81581450.0,39449.0
2018-08,서홍동,51942800.0,21028.0
2018-08,성산읍,16154350.0,3282.0
2018-08,송산동,33425000.0,10028.0
2018-08,아라동,131409000.0,66463.0
2018-08,안덕면,13355050.0,4468.0
2018-08,애월읍,8171450.0,4500.0
2018-08,연동,256021700.0,130768.0
2018-08,영천동,26829500.0,7306.0
2018-08,예래동,13574150.0,3998.0
2018-08,오라동,67265600.0,31274.0
2018-08,외도동,122513500.0,60705.0
2018-08,용담1동,42007800.0,19413.0
2018-08,용담2동,78786250.0,40285.0
2018-08,이도1동,56208700.0,25544.0
2018-08,이도2동,243354550.0,120417.0
2018-08,이호동,22746500.0,10536.0
2018-08,일도1동,25487100.0,9913.0
2018-08,일도2동,193212950.0,96757.0
2018-08,정방동,24364650.0,7004.0
2018-08,조천읍,62036285.23101067,27001.924042686755
2018-08,중문동,44991900.0,16928.0
2018-08,중앙동,45654250.0,12433.0
2018-08,천지동,21032000.0,6757.0
2018-08,표선면,14854050.0,4018.0
2018-08,한경면,62036285.23101067,27001.924042686755
2018-08,한림읍,62036285.23101067,27001.924042686755
2018-08,화북동,132098350.0,74074.0
2018-08,효돈동,14908750.0,4851.0
2018-09,건입동,40661700.0,20216.0
2018-09,구좌읍,62036285.23101067,27001.924042686755
2018-09,남원읍,45419400.0,12365.0
2018-09,노형동,248812800.0,136342.0
2018-09,대륜동,45461200.0,19598.0
2018-09,대정읍,47290600.0,14263.0
2018-09,대천동,20207050.0,8517.0
2018-09,도두동,14126400.0,6191.0
2018-09,동홍동,111135300.0,54358.0
2018-09,봉개동,14519400.0,6299.0
2018-09,삼도1동,68127550.0,36404.0
2018-09,삼도2동,41324550.0,22834.0
2018-09,삼양동,68664500.0,35866.0
2018-09,서홍동,47804200.0,20298.0
2018-09,성산읍,13481700.0,2835.0
2018-09,송산동,31239850.0,10753.0
2018-09,아라동,113314200.0,61743.0
2018-09,안덕면,11382900.0,3874.0
2018-09,애월읍,6400950.0,3743.0
2018-09,연동,221793650.0,120465.0
2018-09,영천동,24677400.0,6717.0
2018-09,예래동,10071700.0,3414.0
2018-09,오라동,56241800.0,28596.0
2018-09,외도동,103722800.0,56034.0
2018-09,용담1동,38490300.0,18367.0
2018-09,용담2동,65767750.0,36105.0
2018-09,이도1동,49415150.0,23430.0
2018-09,이도2동,216153300.0,112807.0
