,disYear,disMonth,disDate,disDay,cityCode,citySidoName,citySggName,disQuantity,disQuantityRate,disCount,disCountRate
179,2018,03,31,7,W6Y,제주특별자치도,서귀포시,21186750,3.2,6452,3.19
180,2018,04,01,1,W6X,제주특별자치도,제주시,68200500,4.11,29547,3.92
181,2018,04,02,2,W6X,제주특별자치도,제주시,61786250,3.73,27085,3.59
182,2018,04,03,3,W6X,제주특별자치도,제주시,58669950,3.54,26476,3.51
183,2018,04,04,4,W6X,제주특별자치도,제주시,53292550,3.22,24346,3.23
184,2018,04,05,5,W6X,제주특별자치도,제주시,56988600,3.44,26000,3.45
185,2018,04,06,6,W6X,제주특별자치도,제주시,44979450,2.71,20301,2.69
186,2018,04,07,7,W6X,제주특별자치도,제주시,48134650,2.9,20956,2.78
187,2018,04,08,1,W6X,제주특별자치도,제주시,63649950,3.84,27774,3.68
188,2018,04,09,2,W6X,제주특별자치도,제주시,61337200,3.7,27096,3.59
189,2018,04,10,3,W6X,제주특별자치도,제주시,55121100,3.33,25175,3.34
190,2018,04,11,4,W6X,제주특별자치도,제주시,54854450,3.31,25026,3.32
191,2018,04,12,5,W6X,제주특별자치도,제주시,55673800,3.36,25670,3.4
192,2018,04,13,6,W6X,제주특별자치도,제주시,47724700,2.88,22360,2.97
193,2018,04,14,7,W6X,제주특별자치도,제주시,48051500,2.9,21494,2.85
194,2018,04,15,1,W6X,제주특별자치도,제주시,62934150,3.8,28368,3.76
195,2018,04,16,2,W6X,제주특별자치도,제주시,57266400,3.45,25682,3.41
196,2018,04,17,3,W6X,제주특별자치도,제주시,54579750,3.29,24927,3.31
197,2018,04,18,4,W6X,제주특별자치도,제주시,53306800,3.22,24454,3.24
198,2018,04,19,5,W6X,제주특별자치도,제주시,53821050,3.25,25076,3.33
199,2018,04,20,6,W6X,제주특별자치도,제주시,50127400,3.02,23800,3.16
200,2018,04,21,7,W6X,제주특별자치도,제주시,51762650,3.12,23792,3.16
201,2018,04,22,1,W6X,제주특별자치도,제주시,58225250,3.51,26689,3.54
202,2018,04,23,2,W6X,제주특별자치도,제주시,49315500,2.98,22074,2.93
203,2018,04,24,3,W6X,제주특별자치도,제주시,55419150,3.34,25218,3.34
204,2018,04,25,4,W6X,제주특별자치도,제주시,57162100,3.45,26130,3.47
205,2018,04,26,5,W6X,제주특별자치도,제주시,55505150,3.35,25790,3.42
206,2018,04,27,6,W6X,제주특별자치도,제주시,49762000,3.0,23540,3.12
